,time_s,well,pt_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_pt_fluor,u_blanked_pt_fluor
210,280.05,E5,200,31.25,16,25 mM HEPES pH 7,TOXO,2,2,9/29/22,135.71527777777777,4.018598709330847
211,420.068,E5,196,31.25,16,25 mM HEPES pH 7,TOXO,2,2,9/29/22,131.71527777777777,4.018598709330847
213,140.021,E6,189,31.25,16,25 mM HEPES pH 7,TOXO,3,2,9/29/22,124.71527777777777,4.018598709330847
214,280.05,E6,186,31.25,16,25 mM HEPES pH 7,TOXO,3,2,9/29/22,121.71527777777777,4.018598709330847
215,420.068,E6,190,31.25,16,25 mM HEPES pH 7,TOXO,3,2,9/29/22,125.71527777777777,4.018598709330847
217,140.021,E7,55,44100.0,16,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-9.284722222222229,4.018598709330847
218,280.05,E7,60,44100.0,16,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-4.2847222222222285,4.018598709330847
219,420.068,E7,59,44100.0,16,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-5.2847222222222285,4.018598709330847
221,140.021,E8,57,44100.0,16,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-7.2847222222222285,4.018598709330847
222,280.05,E8,56,44100.0,16,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-8.284722222222229,4.018598709330847
223,420.068,E8,59,44100.0,16,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-5.2847222222222285,4.018598709330847
225,140.021,E9,58,44100.0,16,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-6.2847222222222285,4.018598709330847
226,280.05,E9,62,44100.0,16,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-2.2847222222222285,4.018598709330847
227,420.068,E9,61,44100.0,16,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-3.2847222222222285,4.018598709330847
229,140.021,E10,66,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,1.7152777777777715,4.018598709330847
230,280.05,E10,65,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,0.7152777777777715,4.018598709330847
231,420.068,E10,64,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,-0.28472222222222854,4.018598709330847
233,140.021,E11,63,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,-1.2847222222222285,4.018598709330847
234,280.05,E11,63,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,-1.2847222222222285,4.018598709330847
235,420.068,E11,65,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,0.7152777777777715,4.018598709330847
237,140.021,E12,63,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,-1.2847222222222285,4.018598709330847
238,280.05,E12,69,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,4.7152777777777715,4.018598709330847
239,420.068,E12,67,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,2.7152777777777715,4.018598709330847
241,140.021,F1,57,15.625,32,25 mM HEPES pH 7,PCA,1,2,9/29/22,-7.2847222222222285,4.018598709330847
242,280.05,F1,57,15.625,32,25 mM HEPES pH 7,PCA,1,2,9/29/22,-7.2847222222222285,4.018598709330847
243,420.068,F1,57,15.625,32,25 mM HEPES pH 7,PCA,1,2,9/29/22,-7.2847222222222285,4.018598709330847
245,140.021,F2,56,15.625,32,25 mM HEPES pH 7,PCA,2,2,9/29/22,-8.284722222222229,4.018598709330847
246,280.05,F2,58,15.625,32,25 mM HEPES pH 7,PCA,2,2,9/29/22,-6.2847222222222285,4.018598709330847
247,420.068,F2,60,15.625,32,25 mM HEPES pH 7,PCA,2,2,9/29/22,-4.2847222222222285,4.018598709330847
249,140.021,F3,58,15.625,32,25 mM HEPES pH 7,PCA,3,2,9/29/22,-6.2847222222222285,4.018598709330847
250,280.05,F3,58,15.625,32,25 mM HEPES pH 7,PCA,3,2,9/29/22,-6.2847222222222285,4.018598709330847
251,420.068,F3,58,15.625,32,25 mM HEPES pH 7,PCA,3,2,9/29/22,-6.2847222222222285,4.018598709330847
253,140.021,F4,123,15.625,32,25 mM HEPES pH 7,TOXO,1,2,9/29/22,58.71527777777777,4.018598709330847
254,280.05,F4,126,15.625,32,25 mM HEPES pH 7,TOXO,1,2,9/29/22,61.71527777777777,4.018598709330847
255,420.068,F4,124,15.625,32,25 mM HEPES pH 7,TOXO,1,2,9/29/22,59.71527777777777,4.018598709330847
257,140.021,F5,130,15.625,32,25 mM HEPES pH 7,TOXO,2,2,9/29/22,65.71527777777777,4.018598709330847
258,280.05,F5,130,15.625,32,25 mM HEPES pH 7,TOXO,2,2,9/29/22,65.71527777777777,4.018598709330847
259,420.068,F5,121,15.625,32,25 mM HEPES pH 7,TOXO,2,2,9/29/22,56.71527777777777,4.018598709330847
261,140.021,F6,137,15.625,32,25 mM HEPES pH 7,TOXO,3,2,9/29/22,72.71527777777777,4.018598709330847
262,280.05,F6,126,15.625,32,25 mM HEPES pH 7,TOXO,3,2,9/29/22,61.71527777777777,4.018598709330847
263,420.068,F6,129,15.625,32,25 mM HEPES pH 7,TOXO,3,2,9/29/22,64.71527777777777,4.018598709330847
265,140.021,F7,58,22000.0,32,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-6.2847222222222285,4.018598709330847
266,280.05,F7,55,22000.0,32,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-9.284722222222229,4.018598709330847
267,420.068,F7,57,22000.0,32,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-7.2847222222222285,4.018598709330847
269,140.021,F8,61,22000.0,32,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-3.2847222222222285,4.018598709330847
270,280.05,F8,59,22000.0,32,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-5.2847222222222285,4.018598709330847
271,420.068,F8,60,22000.0,32,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-4.2847222222222285,4.018598709330847
273,140.021,F9,60,22000.0,32,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-4.2847222222222285,4.018598709330847
274,280.05,F9,63,22000.0,32,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-1.2847222222222285,4.018598709330847
275,420.068,F9,60,22000.0,32,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-4.2847222222222285,4.018598709330847
277,140.021,F10,69,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,4.7152777777777715,4.018598709330847
278,280.05,F10,66,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,1.7152777777777715,4.018598709330847
279,420.068,F10,66,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,1.7152777777777715,4.018598709330847
281,140.021,F11,66,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,1.7152777777777715,4.018598709330847
282,280.05,F11,69,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,4.7152777777777715,4.018598709330847
283,420.068,F11,66,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,1.7152777777777715,4.018598709330847
285,140.021,F12,65,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,0.7152777777777715,4.018598709330847
286,280.05,F12,67,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,2.7152777777777715,4.018598709330847
287,420.068,F12,69,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,4.7152777777777715,4.018598709330847
289,140.021,G1,56,7.8125,64,25 mM HEPES pH 7,PCA,1,2,9/29/22,-8.284722222222229,4.018598709330847
290,280.05,G1,56,7.8125,64,25 mM HEPES pH 7,PCA,1,2,9/29/22,-8.284722222222229,4.018598709330847
291,420.068,G1,58,7.8125,64,25 mM HEPES pH 7,PCA,1,2,9/29/22,-6.2847222222222285,4.018598709330847
293,140.021,G2,59,7.8125,64,25 mM HEPES pH 7,PCA,2,2,9/29/22,-5.2847222222222285,4.018598709330847
294,280.05,G2,58,7.8125,64,25 mM HEPES pH 7,PCA,2,2,9/29/22,-6.2847222222222285,4.018598709330847
295,420.068,G2,60,7.8125,64,25 mM HEPES pH 7,PCA,2,2,9/29/22,-4.2847222222222285,4.018598709330847
297,140.021,G3,58,7.8125,64,25 mM HEPES pH 7,PCA,3,2,9/29/22,-6.2847222222222285,4.018598709330847
298,280.05,G3,61,7.8125,64,25 mM HEPES pH 7,PCA,3,2,9/29/22,-3.2847222222222285,4.018598709330847
299,420.068,G3,59,7.8125,64,25 mM HEPES pH 7,PCA,3,2,9/29/22,-5.2847222222222285,4.018598709330847
301,140.021,G4,90,7.8125,64,25 mM HEPES pH 7,TOXO,1,2,9/29/22,25.71527777777777,4.018598709330847
302,280.05,G4,94,7.8125,64,25 mM HEPES pH 7,TOXO,1,2,9/29/22,29.71527777777777,4.018598709330847
303,420.068,G4,96,7.8125,64,25 mM HEPES pH 7,TOXO,1,2,9/29/22,31.71527777777777,4.018598709330847
305,140.021,G5,91,7.8125,64,25 mM HEPES pH 7,TOXO,2,2,9/29/22,26.71527777777777,4.018598709330847
306,280.05,G5,95,7.8125,64,25 mM HEPES pH 7,TOXO,2,2,9/29/22,30.71527777777777,4.018598709330847
307,420.068,G5,96,7.8125,64,25 mM HEPES pH 7,TOXO,2,2,9/29/22,31.71527777777777,4.018598709330847
309,140.021,G6,93,7.8125,64,25 mM HEPES pH 7,TOXO,3,2,9/29/22,28.71527777777777,4.018598709330847
310,280.05,G6,95,7.8125,64,25 mM HEPES pH 7,TOXO,3,2,9/29/22,30.71527777777777,4.018598709330847
311,420.068,G6,93,7.8125,64,25 mM HEPES pH 7,TOXO,3,2,9/29/22,28.71527777777777,4.018598709330847
313,140.021,G7,59,11000.0,64,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-5.2847222222222285,4.018598709330847
314,280.05,G7,58,11000.0,64,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-6.2847222222222285,4.018598709330847
315,420.068,G7,60,11000.0,64,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-4.2847222222222285,4.018598709330847
317,140.021,G8,58,11000.0,64,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-6.2847222222222285,4.018598709330847
318,280.05,G8,57,11000.0,64,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-7.2847222222222285,4.018598709330847
319,420.068,G8,59,11000.0,64,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-5.2847222222222285,4.018598709330847
321,140.021,G9,59,11000.0,64,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-5.2847222222222285,4.018598709330847
322,280.05,G9,61,11000.0,64,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-3.2847222222222285,4.018598709330847
323,420.068,G9,61,11000.0,64,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-3.2847222222222285,4.018598709330847
325,140.021,G10,62,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,-2.2847222222222285,4.018598709330847
326,280.05,G10,67,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,2.7152777777777715,4.018598709330847
327,420.068,G10,65,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,0.7152777777777715,4.018598709330847
329,140.021,G11,65,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,0.7152777777777715,4.018598709330847
330,280.05,G11,67,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,2.7152777777777715,4.018598709330847
331,420.068,G11,70,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,5.7152777777777715,4.018598709330847
333,140.021,G12,68,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,3.7152777777777715,4.018598709330847
334,280.05,G12,67,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,2.7152777777777715,4.018598709330847
335,420.068,G12,70,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,5.7152777777777715,4.018598709330847
337,140.021,H1,60,3.90625,128,25 mM HEPES pH 7,PCA,1,2,9/29/22,-4.2847222222222285,4.018598709330847
338,280.05,H1,62,3.90625,128,25 mM HEPES pH 7,PCA,1,2,9/29/22,-2.2847222222222285,4.018598709330847
339,420.068,H1,61,3.90625,128,25 mM HEPES pH 7,PCA,1,2,9/29/22,-3.2847222222222285,4.018598709330847
341,140.021,H2,62,3.90625,128,25 mM HEPES pH 7,PCA,2,2,9/29/22,-2.2847222222222285,4.018598709330847
342,280.05,H2,61,3.90625,128,25 mM HEPES pH 7,PCA,2,2,9/29/22,-3.2847222222222285,4.018598709330847
343,420.068,H2,60,3.90625,128,25 mM HEPES pH 7,PCA,2,2,9/29/22,-4.2847222222222285,4.018598709330847
345,140.021,H3,58,3.90625,128,25 mM HEPES pH 7,PCA,3,2,9/29/22,-6.2847222222222285,4.018598709330847
346,280.05,H3,60,3.90625,128,25 mM HEPES pH 7,PCA,3,2,9/29/22,-4.2847222222222285,4.018598709330847
347,420.068,H3,64,3.90625,128,25 mM HEPES pH 7,PCA,3,2,9/29/22,-0.28472222222222854,4.018598709330847
349,140.021,H4,76,3.90625,128,25 mM HEPES pH 7,TOXO,1,2,9/29/22,11.715277777777771,4.018598709330847
350,280.05,H4,80,3.90625,128,25 mM HEPES pH 7,TOXO,1,2,9/29/22,15.715277777777771,4.018598709330847
351,420.068,H4,80,3.90625,128,25 mM HEPES pH 7,TOXO,1,2,9/29/22,15.715277777777771,4.018598709330847
353,140.021,H5,75,3.90625,128,25 mM HEPES pH 7,TOXO,2,2,9/29/22,10.715277777777771,4.018598709330847
354,280.05,H5,79,3.90625,128,25 mM HEPES pH 7,TOXO,2,2,9/29/22,14.715277777777771,4.018598709330847
355,420.068,H5,78,3.90625,128,25 mM HEPES pH 7,TOXO,2,2,9/29/22,13.715277777777771,4.018598709330847
357,140.021,H6,76,3.90625,128,25 mM HEPES pH 7,TOXO,3,2,9/29/22,11.715277777777771,4.018598709330847
358,280.05,H6,76,3.90625,128,25 mM HEPES pH 7,TOXO,3,2,9/29/22,11.715277777777771,4.018598709330847
359,420.068,H6,80,3.90625,128,25 mM HEPES pH 7,TOXO,3,2,9/29/22,15.715277777777771,4.018598709330847
361,140.021,H7,58,5510.0,128,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-6.2847222222222285,4.018598709330847
362,280.05,H7,59,5510.0,128,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-5.2847222222222285,4.018598709330847
363,420.068,H7,60,5510.0,128,25 mM HEPES pH 7,DMSO,1,2,9/29/22,-4.2847222222222285,4.018598709330847
365,140.021,H8,60,5510.0,128,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-4.2847222222222285,4.018598709330847
366,280.05,H8,59,5510.0,128,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-5.2847222222222285,4.018598709330847
367,420.068,H8,61,5510.0,128,25 mM HEPES pH 7,DMSO,2,2,9/29/22,-3.2847222222222285,4.018598709330847
369,140.021,H9,62,5510.0,128,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-2.2847222222222285,4.018598709330847
370,280.05,H9,63,5510.0,128,25 mM HEPES pH 7,DMSO,3,2,9/29/22,-1.2847222222222285,4.018598709330847
371,420.068,H9,65,5510.0,128,25 mM HEPES pH 7,DMSO,3,2,9/29/22,0.7152777777777715,4.018598709330847
373,140.021,H10,66,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,1.7152777777777715,4.018598709330847
374,280.05,H10,66,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,1.7152777777777715,4.018598709330847
375,420.068,H10,68,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,3.7152777777777715,4.018598709330847
377,140.021,H11,67,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,2.7152777777777715,4.018598709330847
378,280.05,H11,69,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,4.7152777777777715,4.018598709330847
379,420.068,H11,70,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,5.7152777777777715,4.018598709330847
381,140.021,H12,72,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,7.7152777777777715,4.018598709330847
382,280.05,H12,74,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,9.715277777777771,4.018598709330847
383,420.068,H12,76,1.0,1,25 mM HEPES pH 7,BLANK,1,2,9/29/22,11.715277777777771,4.018598709330847
