,index,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_rtdp_fluor,u_blanked_rtdp_fluor
622,238,149.365,E12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
623,239,224.044,E12,2,1.0,1,MM noC,BLANK,1,2,12/3/21,0.9861111111111112,0.11785113019775789
625,241,74.675,F1,16,1.0,1,MM noC,BG WT,1,2,12/3/21,14.98611111111111,0.11785113019775789
626,242,149.365,F1,16,1.0,1,MM noC,BG WT,1,2,12/3/21,14.98611111111111,0.11785113019775789
627,243,224.044,F1,16,1.0,1,MM noC,BG WT,1,2,12/3/21,14.98611111111111,0.11785113019775789
629,245,74.675,F2,8,0.5,2,MM noC,BG WT,1,2,12/3/21,6.986111111111111,0.11785113019775789
630,246,149.365,F2,8,0.5,2,MM noC,BG WT,1,2,12/3/21,6.986111111111111,0.11785113019775789
631,247,224.044,F2,9,0.5,2,MM noC,BG WT,1,2,12/3/21,7.986111111111111,0.11785113019775789
633,249,74.675,F3,5,0.25,4,MM noC,BG WT,1,2,12/3/21,3.986111111111111,0.11785113019775789
634,250,149.365,F3,5,0.25,4,MM noC,BG WT,1,2,12/3/21,3.986111111111111,0.11785113019775789
635,251,224.044,F3,6,0.25,4,MM noC,BG WT,1,2,12/3/21,4.986111111111111,0.11785113019775789
637,253,74.675,F4,2,0.125,8,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
638,254,149.365,F4,3,0.125,8,MM noC,BG WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
639,255,224.044,F4,3,0.125,8,MM noC,BG WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
641,257,74.675,F5,2,0.0625,16,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
642,258,149.365,F5,2,0.0625,16,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
643,259,224.044,F5,2,0.0625,16,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
645,261,74.675,F6,1,0.03125,32,MM noC,BG WT,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
646,262,149.365,F6,2,0.03125,32,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
647,263,224.044,F6,2,0.03125,32,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
649,265,74.675,F7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
650,266,149.365,F7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
651,267,224.044,F7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
653,269,74.675,F8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
654,270,149.365,F8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
655,271,224.044,F8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
657,273,74.675,F9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
658,274,149.365,F9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
659,275,224.044,F9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
661,277,74.675,F10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
662,278,149.365,F10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
663,279,224.044,F10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
665,281,74.675,F11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
666,282,149.365,F11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
667,283,224.044,F11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
669,285,74.675,F12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
670,286,149.365,F12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
671,287,224.044,F12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
673,289,74.675,G1,14,1.0,1,MM noC,BG WT,2,2,12/3/21,12.98611111111111,0.11785113019775789
674,290,149.365,G1,14,1.0,1,MM noC,BG WT,2,2,12/3/21,12.98611111111111,0.11785113019775789
675,291,224.044,G1,14,1.0,1,MM noC,BG WT,2,2,12/3/21,12.98611111111111,0.11785113019775789
677,293,74.675,G2,8,0.5,2,MM noC,BG WT,2,2,12/3/21,6.986111111111111,0.11785113019775789
678,294,149.365,G2,9,0.5,2,MM noC,BG WT,2,2,12/3/21,7.986111111111111,0.11785113019775789
679,295,224.044,G2,9,0.5,2,MM noC,BG WT,2,2,12/3/21,7.986111111111111,0.11785113019775789
681,297,74.675,G3,4,0.25,4,MM noC,BG WT,2,2,12/3/21,2.986111111111111,0.11785113019775789
682,298,149.365,G3,4,0.25,4,MM noC,BG WT,2,2,12/3/21,2.986111111111111,0.11785113019775789
683,299,224.044,G3,5,0.25,4,MM noC,BG WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
685,301,74.675,G4,3,0.125,8,MM noC,BG WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
686,302,149.365,G4,3,0.125,8,MM noC,BG WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
687,303,224.044,G4,3,0.125,8,MM noC,BG WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
689,305,74.675,G5,2,0.0625,16,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
690,306,149.365,G5,2,0.0625,16,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
691,307,224.044,G5,2,0.0625,16,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
693,309,74.675,G6,1,0.03125,32,MM noC,BG WT,2,2,12/3/21,-0.01388888888888884,0.11785113019775789
694,310,149.365,G6,2,0.03125,32,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
695,311,224.044,G6,2,0.03125,32,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
697,313,74.675,G7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
698,314,149.365,G7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
699,315,224.044,G7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
701,317,74.675,G8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
702,318,149.365,G8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
703,319,224.044,G8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
705,321,74.675,G9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
706,322,149.365,G9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
707,323,224.044,G9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
709,325,74.675,G10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
710,326,149.365,G10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
711,327,224.044,G10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
713,329,74.675,G11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
714,330,149.365,G11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
715,331,224.044,G11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
717,333,74.675,G12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
718,334,149.365,G12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
719,335,224.044,G12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
721,337,74.675,H1,15,1.0,1,MM noC,BG WT,2,2,12/3/21,13.98611111111111,0.11785113019775789
722,338,149.365,H1,15,1.0,1,MM noC,BG WT,2,2,12/3/21,13.98611111111111,0.11785113019775789
723,339,224.044,H1,15,1.0,1,MM noC,BG WT,2,2,12/3/21,13.98611111111111,0.11785113019775789
725,341,74.675,H2,9,0.5,2,MM noC,BG WT,2,2,12/3/21,7.986111111111111,0.11785113019775789
726,342,149.365,H2,9,0.5,2,MM noC,BG WT,2,2,12/3/21,7.986111111111111,0.11785113019775789
727,343,224.044,H2,9,0.5,2,MM noC,BG WT,2,2,12/3/21,7.986111111111111,0.11785113019775789
729,345,74.675,H3,5,0.25,4,MM noC,BG WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
730,346,149.365,H3,5,0.25,4,MM noC,BG WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
731,347,224.044,H3,5,0.25,4,MM noC,BG WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
733,349,74.675,H4,3,0.125,8,MM noC,BG WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
734,350,149.365,H4,2,0.125,8,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
735,351,224.044,H4,3,0.125,8,MM noC,BG WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
737,353,74.675,H5,2,0.0625,16,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
738,354,149.365,H5,2,0.0625,16,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
739,355,224.044,H5,2,0.0625,16,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
741,357,74.675,H6,2,0.03125,32,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
742,358,149.365,H6,1,0.03125,32,MM noC,BG WT,2,2,12/3/21,-0.01388888888888884,0.11785113019775789
743,359,224.044,H6,2,0.03125,32,MM noC,BG WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
745,361,74.675,H7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
746,362,149.365,H7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
747,363,224.044,H7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
749,365,74.675,H8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
750,366,149.365,H8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
751,367,224.044,H8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
753,369,74.675,H9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
754,370,149.365,H9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
755,371,224.044,H9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
757,373,74.675,H10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
758,374,149.365,H10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
759,375,224.044,H10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
761,377,74.675,H11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
762,378,149.365,H11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
763,379,224.044,H11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
765,381,74.675,H12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
766,382,149.365,H12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
767,383,224.044,H12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
