name,well,plate,date,pt_fluor,concentration,fold_dilution,replicate,blanked_pt_fluor,u_blanked_pt_fluor
PA14 dphz dside,H11,1,1/11/22,121.0,0.0625,16.0,2.0,64.125,4.306461892910199
PA14 dphz dside,H12,1,1/11/22,91.25,0.03125,32.0,2.0,34.375,4.486529546143771
PA14 dphz dside,H7,1,1/11/22,560.25,1.0,1.0,2.0,503.375,8.492876271818696
PA14 dphz dside,H8,1,1/11/22,380.75,0.5,2.0,2.0,323.875,7.536286488389861
PA14 dphz dside,H9,1,1/11/22,242.0,0.25,4.0,2.0,185.125,4.817912483820601
PA14 dside,A10,1,1/11/22,334.75,0.125,8.0,1.0,277.875,8.41401295667458
PA14 dside,A11,1,1/11/22,190.25,0.0625,16.0,1.0,133.375,9.736303920640921
PA14 dside,A12,1,1/11/22,128.5,0.03125,32.0,1.0,71.625,4.712990632470468
PA14 dside,A7,1,1/11/22,1713.0,1.0,1.0,1.0,1656.125,23.872137469619716
PA14 dside,A8,1,1/11/22,1020.0,0.5,2.0,1.0,963.125,33.48450807017707
PA14 dside,A9,1,1/11/22,529.75,0.25,4.0,1.0,472.875,11.809414917842227
PA14 dside,B10,1,1/11/22,341.25,0.125,8.0,1.0,284.375,6.228612528893382
PA14 dside,B11,1,1/11/22,178.5,0.0625,16.0,1.0,121.625,7.179527424217258
PA14 dside,B12,1,1/11/22,138.75,0.03125,32.0,1.0,81.875,5.898780724445324
PA14 dside,B7,1,1/11/22,2050.75,1.0,1.0,1.0,1993.875,11.69596571622402
PA14 dside,B8,1,1/11/22,1072.5,0.5,2.0,1.0,1015.625,32.086533219328764
PA14 dside,B9,1,1/11/22,560.0,0.25,4.0,1.0,503.125,12.269703094822127
PA14 dside,C10,1,1/11/22,335.25,0.125,8.0,2.0,278.375,9.208453400820774
PA14 dside,C11,1,1/11/22,198.25,0.0625,16.0,2.0,141.375,6.985385747049886
PA14 dside,C12,1,1/11/22,131.25,0.03125,32.0,2.0,74.375,5.488984183655571
PA14 dside,C7,1,1/11/22,1845.5,1.0,1.0,2.0,1788.625,15.648608480258607
PA14 dside,C8,1,1/11/22,1105.0,0.5,2.0,2.0,1048.125,14.984846146527113
PA14 dside,C9,1,1/11/22,591.0,0.25,4.0,2.0,534.125,15.314882109735201
PA14 dside,D10,1,1/11/22,390.0,0.125,8.0,2.0,333.125,9.927014356546872
PA14 dside,D11,1,1/11/22,184.75,0.0625,16.0,2.0,127.875,7.580387899161515
PA14 dside,D12,1,1/11/22,139.75,0.03125,32.0,2.0,82.875,4.979519458249731
PA14 dside,D7,1,1/11/22,2228.25,1.0,1.0,2.0,2171.375,25.667014123872878
PA14 dside,D8,1,1/11/22,1166.25,0.5,2.0,2.0,1109.375,26.28299096440674
PA14 dside,D9,1,1/11/22,604.25,0.25,4.0,2.0,547.375,16.21097202622619
